ocid,compiledRelease/id,compiledRelease/tag,compiledRelease/date,compiledRelease/ocid,compiledRelease/publishedDate,compiledRelease/initiationType,compiledRelease/buyer/id,compiledRelease/buyer/name,compiledRelease/planning/budget/description,compiledRelease/tender/id,compiledRelease/tender/title,compiledRelease/tender/description,compiledRelease/tender/procuringEntity/id,compiledRelease/tender/procuringEntity/name,compiledRelease/tender/datePublished,compiledRelease/tender/procurementMethod,compiledRelease/tender/procurementMethodDetails,compiledRelease/tender/mainProcurementCategory,compiledRelease/tender/additionalProcurementCategories,compiledRelease/tender/value/amount,compiledRelease/tender/value/currency,compiledRelease/tender/value/currencyName,compiledRelease/tender/value/amount_PEN,compiledRelease/tender/tenderPeriod/startDate,compiledRelease/tender/tenderPeriod/endDate,compiledRelease/tender/numberOfTenderers,compiledRelease/tender/hasTenderInformationProtectedByLaw,compiledRelease/dataSegmentation/id,compiledRelease/dataSegmentation/criteria,compiledRelease/planning/budget/amount/amount,compiledRelease/planning/budget/amount/currency,compiledRelease/planning/budget/amount/currencyName,compiledRelease/tender/enquiryPeriod/startDate,compiledRelease/tender/enquiryPeriod/endDate,compiledRelease/tender/enquiryPeriod/durationInDays,compiledRelease/planning/budget/project,compiledRelease/planning/budget/projectID
ocds-dgv273-seacev3-1245156,ocds-dgv273-seacev3-1245156-2026-09-10T10:19:31.722679-05:00,compiled,2026-09-10T10:19:31.722666-05:00,ocds-dgv273-seacev3-1245156,2026-09-10T10:19:31.722684-05:00,tender,PE-CONSUCODE-620,MUNICIPALIDAD DISTRITAL DE LOS BAÑOS DEL INCA,Fondos Públicos,1245156,LP-ABR-6-2026-MDBI-1,"CONSTRUCCION DE COBERTURA DE INSTALACIONES DEPORTIVAS; EN EL(LA) I.E. 821186 EN EL CENTRO POBLADO RUMIPAMPA ALTO, DISTRITO DE LOS BAÑOS DEL INCA, PROVINCIA CAJAMARCA, DEPARTAMENTO CAJAMARCA, CON CUI N 2701887",PE-CONSUCODE-620,MUNICIPALIDAD DISTRITAL DE LOS BAÑOS DEL INCA,2026-08-27T16:22:00-05:00,,Licitación Pública Abreviada,works,works,0.0,PEN,Soles,0.0,2026-08-27T00:00:00-05:00,2026-08-27T00:00:00-05:00,,True,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-08-28T00:01:00-05:00,2026-09-01T23:59:00-05:00,4,"CONSTRUCCION DE COBERTURA DE INSTALACIONES DEPORTIVAS; EN EL(LA) I.E. 821186 EN EL CENTRO POBLADO RUMIPAMPA ALTO, DISTRITO DE LOS BAÑOS DEL INCA, PROVINCIA CAJAMARCA, DEPARTAMENTO CAJAMARCA",2701887
ocds-dgv273-seacev3-1241111,ocds-dgv273-seacev3-1241111-2026-09-10T10:19:31.593655-05:00,compiled,2026-09-10T10:19:31.593643-05:00,ocds-dgv273-seacev3-1241111,2026-09-10T10:19:31.593661-05:00,tender,PE-CONSUCODE-200302,II DIRECCION TERRITORIAL DE POLICIA CHICLAYO,Fondos Públicos,1241111,CP-ABR-83-2026-II-DIRTEPOL-CHICLAYO-1,"SERVICIO DE ACONDICIONAMIENTO DE LA COMISARIA PNP DE HUAMPAMI-DISTRITO DE EL CENEPA, PROVINCIA DE CONDORCANQUI, DEPARTAMENTO DE AMAZONAS",PE-CONSUCODE-200302,II DIRECCION TERRITORIAL DE POLICIA CHICLAYO,2026-08-13T15:08:00-05:00,,Concurso Público Abreviado,services,services,111730.0,PEN,Soles,111730.0,2026-08-13T00:00:00-05:00,2026-08-13T00:00:00-05:00,32,False,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-08-14T00:01:00-05:00,2026-08-19T23:59:00-05:00,5,,
ocds-dgv273-seacev3-1246162,ocds-dgv273-seacev3-1246162-2026-09-10T10:19:31.489941-05:00,compiled,2026-09-10T10:19:31.489928-05:00,ocds-dgv273-seacev3-1246162,2026-09-10T10:19:31.489946-05:00,tender,PE-CONSUCODE-1564,MUNICIPALIDAD DISTRITAL DE SIMON BOLIVAR,Fondos Públicos,1246162,CP-ABR-3-2026-MDSB/SERV-CS-1,"SERVICIO A TODO COSTO DE REPARACION Y MANTENIMIENTO DEL HOTEL MUNICIPAL DEL PLAN DE TRABAJO: ¿REPARACION Y MANTENIMIENTO PREVENTIVO DE LA INFRAESTRUCTURA Y SERVICIOS DEL HOTEL MUNICIPAL, DISTRITO SIMON BOLIVAR, PROVINCIA PASCO ¿ DEPARTAMENTO PASCO¿",PE-CONSUCODE-1564,MUNICIPALIDAD DISTRITAL DE SIMON BOLIVAR,2026-08-04T16:35:00-05:00,,Concurso Público Abreviado,services,services,74431.62,PEN,Soles,74431.62,2026-08-04T00:00:00-05:00,2026-08-04T00:00:00-05:00,16,False,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-08-05T00:01:00-05:00,2026-08-10T23:59:00-05:00,5,,
ocds-dgv273-seacev3-1243049,ocds-dgv273-seacev3-1243049-2026-09-10T10:19:31.456372-05:00,compiled,2026-09-10T10:19:31.456359-05:00,ocds-dgv273-seacev3-1243049,2026-09-10T10:19:31.456377-05:00,tender,PE-CONSUCODE-43,GOBIERNO REGIONAL DE LAMBAYEQUE Sede Central,Fondos Públicos,1243049,COMPRE-COMPRE-21-2026-GR.LAMB/C-2,"ADQUISICIÓN DE PLOTTER PARA MOLDES: ¿MEJORAMIENTO TECNOLOGICO, AMPLIACION DE LA CAPACIDAD PRODUCTIVA Y COMERCIALIZACION DE PRENDAS TEXTILES EN LA EMPRESA TEJIDOS Y CONFECCIONES BARBA NEGRA SRL DEL DISTRITO CHICLAYO, PROVINCIA CHICLAYO, DEPARTAMENTO LAMBAYEQUE¿. META 424 - CUI 2692135.",PE-CONSUCODE-43,GOBIERNO REGIONAL DE LAMBAYEQUE Sede Central,2026-08-20T11:47:00-05:00,open,Comparación de Precios,goods,goods,60000.0,PEN,Soles,60000.0,2026-08-20T00:00:00-05:00,2026-08-20T00:00:00-05:00,3,False,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,119900.0,PEN,Soles,,,,,
ocds-dgv273-seacev3-1247217,ocds-dgv273-seacev3-1247217-2026-09-10T10:19:31.308522-05:00,compiled,2026-09-10T10:19:31.308510-05:00,ocds-dgv273-seacev3-1247217,2026-09-10T10:19:31.308527-05:00,tender,PE-CONSUCODE-10,JURADO NACIONAL DE ELECCIONES,Fondos Públicos,1247217,RES-PROC-231-2026-JNE-1,SERVICIO DE PUBLICIDAD EN PANTALLAS LED EN EL MARCO DE LAS ELECCIONES REGIONALES Y MUNICIPALES 2026 - 72 DIGITAL OUTDOOR S.A.C.,PE-CONSUCODE-10,JURADO NACIONAL DE ELECCIONES,2026-09-03T16:44:00-05:00,open,Regímen Especial,services,services,101952.0,PEN,Soles,101952.0,2026-08-10T00:00:00-05:00,2026-08-10T00:00:00-05:00,1,False,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,,,,,
ocds-dgv273-seacev3-1238467,ocds-dgv273-seacev3-1238467-2026-09-10T10:19:31.238655-05:00,compiled,2026-09-10T10:19:31.238642-05:00,ocds-dgv273-seacev3-1238467,2026-09-10T10:19:31.238661-05:00,tender,PE-CONSUCODE-10453,GOBIERNO REGIONAL DE HUANCAVELICA-AGRICULTURA,Fondos Públicos,1238467,COMPRE-COMPRE-6-2026-DRA/OC-3,"ADQUISICION DE SEMILLAS DE PAPA MEJORADA VARIEDAD YUNGAY PARA EL PROYECTO: ""MEJORAMIENTO DE LOS SERVICIOS DE APOYO AL DESARROLLO PRODUCTIVO EN PRODUCTORES DE AGRICULTURA FAMILIAR EN 11 DISTRITOS DE LA PROVINCIA DE CHURCAMPA, DEPARTAMENTO DE HUANCAVELICA""",PE-CONSUCODE-10453,GOBIERNO REGIONAL DE HUANCAVELICA-AGRICULTURA,2026-08-14T18:55:00-05:00,open,Comparación de Precios,goods,goods,51975.0,PEN,Soles,51975.0,2026-08-14T00:00:00-05:00,2026-08-14T00:00:00-05:00,4,False,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,51975.0,PEN,Soles,,,,MEJORAMIENTO DE LOS SERVICIOS DE APOYO AL DESARROLLO PRODUCTIVO EN PRODUCTORES DE AGRICULTURA FAMILIAR EN 11   DISTRITO DE CHURCAMPA DE LA PROVINCIA DE CHURCAMPA DEL DEPARTAMENTO DE HUANCAVELICA,2585928
ocds-dgv273-seacev3-2026-739-4,ocds-dgv273-seacev3-2026-739-4-2026-09-10T10:19:31.108098-05:00,compiled,2026-09-10T10:19:31.108074-05:00,ocds-dgv273-seacev3-2026-739-4,2026-09-10T10:19:31.108104-05:00,tender,PE-CONSUCODE-739,MUNICIPALIDAD DISTRITAL  JOSE MANUEL QUIROZ,Fondos Públicos,1244514,CP-ABR-2-2026-MDJMQ-1,"SUPERVISION DE LA OBRA: MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE RURAL Y MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICION SANITARIA DE EXCRETAS EN LA LOCALIDAD DE SAN SEBASTIAN, DISTRITO DE JOSÉ MANUEL QUIROZ DE LA PROVINCIA DE SAN MARCOS DEL DEPARTAMENTO DE CAJAMARCA",PE-CONSUCODE-739,MUNICIPALIDAD DISTRITAL  JOSE MANUEL QUIROZ,2026-08-25T23:52:00-05:00,,Concurso Público Abreviado,services,services,191294.39,PEN,Soles,191294.39,2026-08-25T00:00:00-05:00,2026-08-25T00:00:00-05:00,8,False,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-08-26T00:01:00-05:00,2026-08-28T23:59:00-05:00,2,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE RURAL Y MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS EN LA LOCALIDAD DE SAN SEBASTIAN,   DISTRITO DE JOSE MANUEL QUIROZ DE LA PROVINCIA DE SAN MARCOS DEL DEPARTAMENTO DE CAJAMARCA",2557785
ocds-dgv273-seacev3-1241413,ocds-dgv273-seacev3-1241413-2026-09-10T10:19:31.054409-05:00,compiled,2026-09-10T10:19:31.054397-05:00,ocds-dgv273-seacev3-1241413,2026-09-10T10:19:31.054415-05:00,tender,PE-CONSUCODE-204106,UNIDAD EJECUTORA 304 - GERENCIA REGIONAL DE EDUCACION LAMBAYEQUE,Fondos Públicos,1241413,CP-ABR-2-2026-GRED LAMBAYEQUE-1,"SERVICIO DE MANTENIMIENTO DE LA INFRAESTRUCTURA DE LA SEDE INSTITUCIONAL DE LA GERENCIA REGIONAL DE EDUCACIÓN DE LAMBAYEQUE (PABELLONES A, B, C Y ZONAS COMUNES), DISTRITO DE CHICLAYO, PROVINCIA DE CHICLAYO, DEPARTAMENTO LAMBAYEQUE",PE-CONSUCODE-204106,UNIDAD EJECUTORA 304 - GERENCIA REGIONAL DE EDUCACION LAMBAYEQUE,2026-08-14T11:06:00-05:00,,Concurso Público Abreviado,services,services,0.0,PEN,Soles,0.0,2026-08-14T00:00:00-05:00,2026-08-14T00:00:00-05:00,,True,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-08-15T00:01:00-05:00,2026-08-20T23:59:00-05:00,5,,
ocds-dgv273-seacev3-2026-1342-3,ocds-dgv273-seacev3-2026-1342-3-2026-09-10T10:19:31.034952-05:00,compiled,2026-09-10T10:19:31.034937-05:00,ocds-dgv273-seacev3-2026-1342-3,2026-09-10T10:19:31.034958-05:00,tender,PE-CONSUCODE-1342,MUNICIPALIDAD DISTRITAL DE SAN MIGUEL,Fondos Públicos,1244402,CP-ABR-7-2026-CS/MDSM-1,SERVICIO DE TELEFONIA MOVILES CELULAR,PE-CONSUCODE-1342,MUNICIPALIDAD DISTRITAL DE SAN MIGUEL,2026-08-25T17:58:00-05:00,,Concurso Público Abreviado,services,services,89856.0,PEN,Soles,89856.0,2026-08-25T00:00:00-05:00,2026-08-25T00:00:00-05:00,1,False,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-08-26T00:01:00-05:00,2026-08-28T23:59:00-05:00,2,,
ocds-dgv273-seacev3-1241181,ocds-dgv273-seacev3-1241181-2026-09-10T10:19:31.019015-05:00,compiled,2026-09-10T10:19:31.018998-05:00,ocds-dgv273-seacev3-1241181,2026-09-10T10:19:31.019021-05:00,tender,PE-CONSUCODE-7,CONSEJO NACIONAL DE LA MAGISTRATURA,Fondos Públicos,1241181,LP-ABR-1-2026-JNJ-1,Adquisición de Suministro de Combustible (Gasohol Premium y Diésel B5 S-50),PE-CONSUCODE-7,CONSEJO NACIONAL DE LA MAGISTRATURA,2026-08-13T23:57:00-05:00,,Licitación Pública Abreviada,goods,goods,371732.4,PEN,Nuevos Soles,371732.4,2026-08-13T00:00:00-05:00,2026-08-13T00:00:00-05:00,4,False,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,1153330.8,PEN,Soles,2026-08-14T00:01:00-05:00,2026-08-18T23:59:00-05:00,4,,
ocds-dgv273-seacev3-1243384,ocds-dgv273-seacev3-1243384-2026-09-10T10:19:29.878969-05:00,compiled,2026-09-10T10:19:29.878956-05:00,ocds-dgv273-seacev3-1243384,2026-09-10T10:19:29.878975-05:00,tender,PE-CONSUCODE-1089,MUNICIPALIDAD DISTRITAL DE SAN AGUSTIN DE CAJAS,Fondos Públicos,1243384,LP-ABR-8-2026-MDSAC-1,CONTRATACIÓN DE LA EJECUCIÓN DE LA OBRA: ¿CREACION DEL SERVICIO DE MOVILIDAD URBANA EN PROLONGACION RAMIRO PRIALE DEL BARRIO YAULI DISTRITO DE SAN AGUSTIN DE LA PROVINCIA DE HUANCAYO DEL DEPARTAMENTO DE JUNIN¿ CON CUI N°2651308.,PE-CONSUCODE-1089,MUNICIPALIDAD DISTRITAL DE SAN AGUSTIN DE CAJAS,2026-08-26T21:39:00-05:00,,Licitación Pública Abreviada,works,works,277741.51,PEN,Soles,277741.51,2026-08-26T00:00:00-05:00,2026-08-26T00:00:00-05:00,9,False,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-08-27T00:01:00-05:00,2026-08-31T23:59:00-05:00,4,CREACION DEL SERVICIO DE MOVILIDAD URBANA EN PROLONGACIÓN RAMIRO PRIALÉ DEL BARRIO YAULÍ   DISTRITO DE SAN AGUSTIN DE LA PROVINCIA DE HUANCAYO DEL DEPARTAMENTO DE JUNIN,2651308
ocds-dgv273-seacev3-1238572,ocds-dgv273-seacev3-1238572-2026-09-10T10:19:29.616079-05:00,compiled,2026-09-10T10:19:29.616066-05:00,ocds-dgv273-seacev3-1238572,2026-09-10T10:19:29.616095-05:00,tender,PE-CONSUCODE-200261,PROGRAMA DE DESARROLLO PRODUCTIVO AGRARIO RURAL - AGRO RURAL,Fondos Públicos,1238572,LP-ABR-7-2026-UZCUSCO-1,"ADQUISICION DE CEMENTO PORTLAND TIPO IP DE 42.5 KG, PARA LA TAREA IMPLEMENTACION DE MODULOS PARA EL REGUARDO VACUNO (COBERTIZOS)- UZ CUSCO",PE-CONSUCODE-200261,PROGRAMA DE DESARROLLO PRODUCTIVO AGRARIO RURAL - AGRO RURAL,2026-08-04T15:52:00-05:00,,Licitación Pública Abreviada,goods,goods,349740.0,PEN,Soles,349740.0,2026-08-04T00:00:00-05:00,2026-08-04T00:00:00-05:00,2,False,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-08-05T00:01:00-05:00,2026-08-10T23:59:00-05:00,5,,
ocds-dgv273-seacev3-1247244,ocds-dgv273-seacev3-1247244-2026-09-10T10:19:29.566015-05:00,compiled,2026-09-10T10:19:29.566002-05:00,ocds-dgv273-seacev3-1247244,2026-09-10T10:19:29.566021-05:00,tender,PE-CONSUCODE-10,JURADO NACIONAL DE ELECCIONES,Fondos Públicos,1247244,RES-PROC-234-2026-JNE-1,"SERVICIO DE DIFUSION DEL PLAN DE ESTRATEGIA PUBLICITARIA POR MEDIO RADIAL A NIVEL PROVINCIAL, EN EL MARCO DE LAS ELECCIONES REGIONALES Y MUNICIPALES 2026 - RADIO MELODIA SA",PE-CONSUCODE-10,JURADO NACIONAL DE ELECCIONES,2026-09-03T16:55:00-05:00,open,Regímen Especial,services,services,69030.0,PEN,Soles,69030.0,2026-08-10T00:00:00-05:00,2026-08-10T00:00:00-05:00,1,False,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,,,,,
ocds-dgv273-seacev3-1241476,ocds-dgv273-seacev3-1241476-2026-09-10T10:19:29.545161-05:00,compiled,2026-09-10T10:19:29.545148-05:00,ocds-dgv273-seacev3-1241476,2026-09-10T10:19:29.545167-05:00,tender,PE-CONSUCODE-2381,ENTIDAD PRESTADORA DE SERVICIO DE SANEAMIENTO GRAU S.A.,Fondos Públicos,1241476,CP-ABR-5-2026-EPS GRAU SA-GG-1,"SERVICIO DE MONITOREO Y ANÁLISIS DE AGUA SUPERFICIAL, SUBTERRÁNEA Y AGUA TRATADA DE CONSUMO HUMANO DE LOS SISTEMAS DE ABASTECIMIENTO DE AGUA DE LA EPS GRAU S.A.",PE-CONSUCODE-2381,ENTIDAD PRESTADORA DE SERVICIO DE SANEAMIENTO GRAU S.A.,2026-08-14T12:23:00-05:00,,Concurso Público Abreviado,services,services,162363.24,PEN,Soles,162363.24,2026-08-14T00:00:00-05:00,2026-08-14T00:00:00-05:00,9,False,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-08-15T00:01:00-05:00,2026-08-19T23:59:00-05:00,4,,
ocds-dgv273-seacev3-1244987,ocds-dgv273-seacev3-1244987-2026-09-10T10:19:29.407522-05:00,compiled,2026-09-10T10:19:29.407508-05:00,ocds-dgv273-seacev3-1244987,2026-09-10T10:19:29.407527-05:00,tender,PE-CONSUCODE-1256,MUNICIPALIDAD DISTRITAL DE MAGDALENA DE CAO,Fondos Públicos,1244987,LP-ABR-3-2026-MDMC/C-1,"EJECUCIÓN DE LA OBRA IOARR: ¿RENOVACION DE CERCO PERIMETRICO Y AMBIENTE DE JUEGOS RECREATIVOS; EN EL(LA) PARQUE INFANTIL ""SIXTO CHAVEZ OLGUIN"" EN EL CENTRO POBLADO DE SALAMANCA DISTRITO DE MAGDALENA DE CAO, PROVINCIA ASCOPE, DEPARTAMENTO LA LIBERTAD¿ CUI N° 2724471",PE-CONSUCODE-1256,MUNICIPALIDAD DISTRITAL DE MAGDALENA DE CAO,2026-08-26T16:32:00-05:00,,Licitación Pública Abreviada,works,works,195057.41,PEN,Soles,195057.41,2026-08-26T00:00:00-05:00,2026-08-26T00:00:00-05:00,3,False,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-08-27T00:01:00-05:00,2026-08-31T23:59:00-05:00,4,"RENOVACION DE CERCO PERIMETRICO Y AMBIENTE DE JUEGOS RECREATIVOS; EN EL(LA) PARQUE INFANTIL ""SIXTO CHAVEZ OLGUIN"" EN EL CENTRO POBLADO DE SALAMANCA  DISTRITO DE MAGDALENA DE CAO, PROVINCIA ASCOPE, DEPARTAMENTO LA LIBERTAD",2724471
ocds-dgv273-seacev3-1243343,ocds-dgv273-seacev3-1243343-2026-09-10T10:19:29.373478-05:00,compiled,2026-09-10T10:19:29.373465-05:00,ocds-dgv273-seacev3-1243343,2026-09-10T10:19:29.373483-05:00,tender,PE-CONSUCODE-952,MUNICIPALIDAD DISTRITAL DE CHINCHAO,Fondos Públicos,1243343,CP-ABR-1-2026-MDCH/CS-2,"CONTRAT. DE CONSUL. DE OBRA PARA LA ELAB. DE ESTUDIO DE PRE INV. A NIVEL DE FICHA TÉCNICA ESTÁNDAR DEL PROY.: ""MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE AGUA POTABLE RURAL EN EL CENTRO POBLADO DE ACOMAYO, DISTRITO DE CHINCHAO, PROV. DE HUÁNUCO, DPTO DE HUÁNUCO"".",PE-CONSUCODE-952,MUNICIPALIDAD DISTRITAL DE CHINCHAO,2026-08-20T23:20:00-05:00,,Concurso Público Abreviado,services,services,130000.0,PEN,Soles,130000.0,2026-08-20T00:00:00-05:00,2026-08-20T00:00:00-05:00,5,False,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-08-21T00:01:00-05:00,2026-08-25T23:59:00-05:00,4,,
ocds-dgv273-seacev3-1239475,ocds-dgv273-seacev3-1239475-2026-09-10T10:19:29.286446-05:00,compiled,2026-09-10T10:19:29.286433-05:00,ocds-dgv273-seacev3-1239475,2026-09-10T10:19:29.286451-05:00,tender,PE-CONSUCODE-1909,UNIVERSIDAD NACIONAL SAN ANTONIO DE ABAD DEL CUSCO,Fondos Públicos,1239475,SIE-SIE-1-2026-OC-UNSAAC-1,CONTRATACIÓN DE SUMINISTRO DE ALIMENTOS PARA LA ATENCION DEL COMEDOR UNIVERSITARIO PARA LA META 0045 ¿ BRINDAR SERVICIOS DE ALIMENTACION EN UNIVERSIDADES PUBLICAS ¿ UNSAAC,PE-CONSUCODE-1909,UNIVERSIDAD NACIONAL SAN ANTONIO DE ABAD DEL CUSCO,2026-08-07T16:54:00-05:00,open,Subasta Inversa Electrónica,goods,goods,2126735.0,PEN,Soles,2126735.0,2026-08-07T00:00:00-05:00,2026-08-07T00:00:00-05:00,32,False,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,,,,,
ocds-dgv273-seacev3-1239878,ocds-dgv273-seacev3-1239878-2026-09-10T10:19:29.218164-05:00,compiled,2026-09-10T10:19:29.218151-05:00,ocds-dgv273-seacev3-1239878,2026-09-10T10:19:29.218170-05:00,tender,PE-CONSUCODE-1307,MUNICIPALIDAD METROPOLITANA DE LIMA,Fondos Privados,1239878,CONV-PROC-13-2025-MML-KFW-2,"EJECUCION DE OBRA: CREACION DE LA CICLOVIA EN LA AV. MANUEL DE LA TORRE, AV. RUISEÑORES, AV. METROPOLITANA, AV. ENCALADA, AV. COLECTORA INDUSTRIAL, DISTRITO DE SANTA ANITA - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA. CUI 2488114",PE-CONSUCODE-1307,MUNICIPALIDAD METROPOLITANA DE LIMA,2026-08-10T11:44:00-05:00,open,Convenio,works,works,7208983.13,PEN,Soles,7208983.13,2026-08-10T00:00:00-05:00,2026-08-10T00:00:00-05:00,12,False,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,,,,,
ocds-dgv273-seacev3-1242660,ocds-dgv273-seacev3-1242660-2026-09-10T10:19:22.900882-05:00,compiled,2026-09-10T10:19:22.900868-05:00,ocds-dgv273-seacev3-1242660,2026-09-10T10:19:22.900887-05:00,tender,PE-CONSUCODE-36,GOBIERNO REGIONAL DE CAJAMARCA SEDE CENTRAL,Fondos Públicos,1242660,DIRECTA-DIRECTA-6-2026-GR.CAJ-1,"SERVICIO DE ALQUILER DE UN ESPACIO CON TRES FRENTES DE EXHIBICIÓN PARA STANDS DE 48 M², DESTINADOS A LA PARTICIPACIÓN EN LA FERIA DE ALIMENTOS ¿EXPOALIMENTARIA 2026¿",PE-CONSUCODE-36,GOBIERNO REGIONAL DE CAJAMARCA SEDE CENTRAL,2026-08-19T12:50:00-05:00,direct,Contratación Directa,services,services,55224.0,PEN,Soles,55224.0,,,1,False,2026-08,añoPublicacionProceso;mesPublicacionProceso,,,,,,,,
ocds-dgv273-seacev3-1242132,ocds-dgv273-seacev3-1242132-2026-09-10T10:19:22.569280-05:00,compiled,2026-09-10T10:19:22.569268-05:00,ocds-dgv273-seacev3-1242132,2026-09-10T10:19:22.569286-05:00,tender,PE-CONSUCODE-49,GOBIERNO REGIONAL DE PUNO SEDE CENTRAL,Fondos Públicos,1242132,SIE-SIE-119-2026-GR PUNO/OC-1,"ADQUISICIÓN DE CONCRETO PREMEZCLADO CON CEMENTO TIPO IP CON CEMENTO TIPO IP, SEGÚN ESPECIFICACIONES TÉCNICAS PARA EL PROYECTO: MEJORAMIENTO DE LOS SERVICIOS DE EDUCACIÓN SUPERIOR DEL INSTITUTO TECNOLÓGICO PÚBLICA DE CABANILLAS DEL DISTRITO DE CABANILLAS DE LA PROVINCIA DE SAN ROMAN DEL DEPARTAMENTO",PE-CONSUCODE-49,GOBIERNO REGIONAL DE PUNO SEDE CENTRAL,2026-08-18T08:31:00-05:00,open,Subasta Inversa Electrónica,goods,goods,63497.2,PEN,Soles,63497.2,2026-08-18T00:00:00-05:00,2026-08-18T00:00:00-05:00,2,False,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,,,,MEJORAMIENTO DE LOS SERVICIOS DE EDUCACIÓN SUPERIOR DEL INSTITUTO SUPERIOR TECNOLÓGICO PUBLICA DE CABANILLAS DEL  DISTRITO DE CABANILLAS - PROVINCIA DE SAN ROMAN - DEPARTAMENTO DE PUNO,2570978
ocds-dgv273-seacev3-1241890,ocds-dgv273-seacev3-1241890-2026-09-10T10:19:22.463060-05:00,compiled,2026-09-10T10:19:22.463048-05:00,ocds-dgv273-seacev3-1241890,2026-09-10T10:19:22.463065-05:00,tender,PE-CONSUCODE-204770,MUNICIPALIDAD DISTRITAL DE MANITEA,Fondos Públicos,1241890,SIE-SIE-6-2026-MDM/OC-1,"Adquisición de Diésel B5 S-50  para el Plan de Gestión Reactiva del riesgo de desastres de la municipalidad distrital de Manitea al 2028, del distrito de Manitea, provincia de La Convención, departamento de Cusco",PE-CONSUCODE-204770,MUNICIPALIDAD DISTRITAL DE MANITEA,2026-08-17T15:56:00-05:00,open,Subasta Inversa Electrónica,goods,goods,80671.2,PEN,Soles,80671.2,2026-08-17T00:00:00-05:00,2026-08-17T00:00:00-05:00,3,False,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,80671.2,PEN,Soles,,,,,
ocds-dgv273-seacev3-1243280,ocds-dgv273-seacev3-1243280-2026-09-10T10:19:22.025748-05:00,compiled,2026-09-10T10:19:22.025735-05:00,ocds-dgv273-seacev3-1243280,2026-09-10T10:19:22.025754-05:00,tender,PE-CONSUCODE-256,MUNICIPALIDAD PROVINCIAL DE POMABAMBA,Fondos Públicos,1243280,LP-ABR-9-2026-MPP/CS-1,"EJECUCION DE LA OBRA: CONSTRUCCIÓN DE COBERTURA DE INSTALACIONES DEPORTIVAS EN LA I.E. 84001 ROSENDA SÁNCHEZ, DISTRITO DE POMABAMBA, PROVINCIA DE POMABAMBA, DEPARTAMENTO DE ÁNCASH con CUI N° 2721054",PE-CONSUCODE-256,MUNICIPALIDAD PROVINCIAL DE POMABAMBA,2026-08-20T19:02:00-05:00,,Licitación Pública Abreviada,works,works,379272.48,PEN,Soles,379272.48,2026-08-20T00:00:00-05:00,2026-08-20T00:00:00-05:00,8,False,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-08-21T00:01:00-05:00,2026-08-25T23:59:00-05:00,4,"CONSTRUCCION DE COBERTURA DE INSTALACIONES DEPORTIVAS; EN EL(LA) I.E. 84001 ROSENDA SANCHEZ  DISTRITO DE POMABAMBA, PROVINCIA POMABAMBA, DEPARTAMENTO ANCASH",2721054
