ocid,compiledRelease/id,compiledRelease/tag,compiledRelease/date,compiledRelease/ocid,compiledRelease/publishedDate,compiledRelease/initiationType,compiledRelease/buyer/id,compiledRelease/buyer/name,compiledRelease/planning/budget/description,compiledRelease/planning/budget/project,compiledRelease/planning/budget/projectID,compiledRelease/tender/id,compiledRelease/tender/title,compiledRelease/tender/description,compiledRelease/tender/procuringEntity/id,compiledRelease/tender/procuringEntity/name,compiledRelease/tender/datePublished,compiledRelease/tender/procurementMethodDetails,compiledRelease/tender/mainProcurementCategory,compiledRelease/tender/additionalProcurementCategories,compiledRelease/tender/value/amount,compiledRelease/tender/value/currency,compiledRelease/tender/value/currencyName,compiledRelease/tender/value/amount_PEN,compiledRelease/tender/tenderPeriod/startDate,compiledRelease/tender/tenderPeriod/endDate,compiledRelease/tender/enquiryPeriod/startDate,compiledRelease/tender/enquiryPeriod/endDate,compiledRelease/tender/enquiryPeriod/durationInDays,compiledRelease/tender/hasTenderInformationProtectedByLaw,compiledRelease/dataSegmentation/id,compiledRelease/dataSegmentation/criteria,compiledRelease/tender/procurementMethod,compiledRelease/planning/budget/amount/amount,compiledRelease/planning/budget/amount/currency,compiledRelease/planning/budget/amount/currencyName,compiledRelease/tender/numberOfTenderers
ocds-dgv273-seacev3-1234547,ocds-dgv273-seacev3-1234547-2026-09-18T10:22:40.483693-05:00,compiled,2026-09-18T10:22:40.483681-05:00,ocds-dgv273-seacev3-1234547,2026-09-18T10:22:40.483698-05:00,tender,PE-CONSUCODE-1696,MUNICIPALIDAD DISTRITAL DE COJATA,Fondos Públicos,"MEJORAMIENTO DE LOS SERVICIOS OPERATIVOS O MISIONALES INSTITUCIONALES EN LA MUNICIPALIDAD DISTRITAL DE COJATA,   DISTRITO DE COJATA DE LA PROVINCIA DE HUANCANE DEL DEPARTAMENTO DE PUNO",2622200,1234547,LP-ABR-3-2026-MDC-1,SUMINISTRO E INSTALACION DE ASCENSOR ELECTRICO DE 4 PASAJEROS A TODO COSTO PARA EL PROYECTO MEJORAMIENTO DE LOS SERVICIOS OPERATIVOS O MISIONALES INSTITUCIONALES EN LA MUNICIPALIDAD DISTRITAL DE COJATA DISTRITO DE COJATA DE LA PROVINCIA DE HUANCANE- DEPARTAMENTO DE PUNO¿ CON CUI 2622200,PE-CONSUCODE-1696,MUNICIPALIDAD DISTRITAL DE COJATA,2026-07-16T23:36:00-05:00,Licitación Pública Abreviada,goods,goods,135000.0,PEN,Soles,135000.0,2026-07-16T00:00:00-05:00,2026-07-16T00:00:00-05:00,2026-07-17T00:01:00-05:00,2026-07-21T23:59:00-05:00,4,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,,,,23
ocds-dgv273-seacev3-1235693,ocds-dgv273-seacev3-1235693-2026-09-18T10:22:40.215496-05:00,compiled,2026-09-18T10:22:40.215483-05:00,ocds-dgv273-seacev3-1235693,2026-09-18T10:22:40.215502-05:00,tender,PE-CONSUCODE-1320,MUNICIPALIDAD DISTRITAL DE LA MOLINA,Fondos Públicos,"ADQUISICION DE EQUIPO DE AIRE ACONDICIONADO , CAMARA DE CONTROL, CAMARA GRABADORA O VIDEO CAMARA Y CAMARA DIGITAL; ADEMÁS DE OTROS ACTIVOS EN EL(LA) CENTRAL DE SEGURIDAD CIUDADANA (CSI) EN LA LOCALIDAD LA MOLINA, DISTRITO DE LA MOLINA, PROVINCIA LIMA, DEPARTAMENTO LIMA",2597974,1235693,LP-SM-7-2026-MDLM-1,"ADQUISICION DE BIENES CON RESPECTO A LA IOARR: EQUIPO DE AIRE ACONDICIONADO, CAMARA DE CONTROL, CAMARA GRABADORA O VIDEO CAMARA Y CAMARA DIGITAL; ADEMÁS DE OTROS ACTIVOS EN EL (LA) CENTRAL DE SEGURIDAD CIUDADANA (CSI) EN LA LOCALIDAD LA MOLINA, DISTRITO DE LA MOLINA, PROVINCIA LIMA, DEPARTAMENTO LIM",PE-CONSUCODE-1320,MUNICIPALIDAD DISTRITAL DE LA MOLINA,2026-07-21T11:51:00-05:00,Licitación Pública,goods,goods,0.0,PEN,Soles,0.0,2026-07-21T00:00:00-05:00,2026-07-21T00:00:00-05:00,2026-07-22T00:01:00-05:00,2026-08-05T23:59:00-05:00,14,True,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,open,,,,
ocds-dgv273-seacev3-1240028,ocds-dgv273-seacev3-1240028-2026-09-18T10:22:40.199875-05:00,compiled,2026-09-18T10:22:40.199862-05:00,ocds-dgv273-seacev3-1240028,2026-09-18T10:22:40.199880-05:00,tender,PE-CONSUCODE-1566,MUNICIPALIDAD DISTRITAL DE TINYAHUARCO,Fondos Públicos,CREACION DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL EN EL JR. JUNIN VILLA DE PASCO DEL DISTRITO DE TINYAHUARCO - PROVINCIA DE PASCO - DEPARTAMENTO DE PASCO,2442253,1240028,LP-ABR-3-2026-MDFT/OBRAS-1,"ejecución de la obra denominada ¿CREACION DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL EN EL JR. JUNIN VILLA DE PASCO DEL DISTRITO DE TINYAHUARCO - PROVINCIA DE PASCO - DEPARTAMENTO DE PASCO¿, CON CUI Nº 2442253",PE-CONSUCODE-1566,MUNICIPALIDAD DISTRITAL DE TINYAHUARCO,2026-07-17T17:36:00-05:00,Licitación Pública Abreviada,works,works,1856602.22,PEN,Soles,1856602.22,2026-07-17T00:00:00-05:00,2026-07-17T00:00:00-05:00,2026-07-18T00:01:00-05:00,2026-08-04T23:59:00-05:00,17,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,1856602.22,PEN,Soles,8
ocds-dgv273-seacev3-1233101,ocds-dgv273-seacev3-1233101-2026-09-18T10:22:40.183637-05:00,compiled,2026-09-18T10:22:40.183624-05:00,ocds-dgv273-seacev3-1233101,2026-09-18T10:22:40.183642-05:00,tender,PE-CONSUCODE-2347,EMPRESA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE SAN MARTIN S.A.,Fondos Públicos,,,1233101,CP-ABR-4-2026-EMAPA-SM-SA/OC-1,SERVICIO DE MANTENIMIENTO E INSTALACIÓN DE CONEXIONES DOMICILIARIAS DE AGUA Y DESAGÜE,PE-CONSUCODE-2347,EMPRESA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE SAN MARTIN S.A.,2026-07-10T19:18:00-05:00,Concurso Público Abreviado,services,services,292102.8,PEN,Soles,292102.8,2026-07-10T00:00:00-05:00,2026-07-10T00:00:00-05:00,2026-07-11T00:01:00-05:00,2026-07-15T23:59:00-05:00,4,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,292102.8,PEN,Soles,13
ocds-dgv273-seacev3-1248586,ocds-dgv273-seacev3-1248586-2026-09-18T10:22:40.157617-05:00,compiled,2026-09-18T10:22:40.157603-05:00,ocds-dgv273-seacev3-1248586,2026-09-18T10:22:40.157622-05:00,tender,PE-CONSUCODE-749,MUNICIPALIDAD PROVINCIAL DEL CUSCO,Fondos Públicos,MEJORAMIENTO DEL SERVICIO DE ATENCIÓN DE SALUD BÁSICOS EN SIETE CUARTONES   DISTRITO DE CUSCO DE LA PROVINCIA DE CUSCO DEL DEPARTAMENTO DE CUSCO,2640680,1248586,LP-ABR-33-2026-C-MPC-1,"ADQUISICION DE ECOGRAFOS PARA EL PROYECTO MEJORAMIENTO DEL SERVICIO DE ATENCION DE SALUD BASICOS EN SIETE CUARTONES DEL DISTRITO DE CUSCO, PROVINCIA Y DEPARTAMENTO DEL CUSCO.",PE-CONSUCODE-749,MUNICIPALIDAD PROVINCIAL DEL CUSCO,2026-07-03T14:59:00-05:00,Licitación Pública Abreviada,goods,goods,0.0,PEN,Soles,0.0,2026-07-03T00:00:00-05:00,2026-07-03T00:00:00-05:00,2026-07-04T00:01:00-05:00,2026-07-08T23:59:00-05:00,4,True,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,,,,
ocds-dgv273-seacev3-2026-200038-21,ocds-dgv273-seacev3-2026-200038-21-2026-09-18T10:22:39.987527-05:00,compiled,2026-09-18T10:22:39.987515-05:00,ocds-dgv273-seacev3-2026-200038-21,2026-09-18T10:22:39.987533-05:00,tender,PE-CONSUCODE-200038,DIRECCIÓN DE SANIDAD DE LA PNP,Fondos Públicos,,,1234995,LP-SM-17-2026-DIRSAPOL-UE 020-1,ADQUISICION DE LINEA PARA BOMBA INFUSORA CON EQUIPO EN SESION DE USO PARA LAS IPRESS PNP DE NIVEL II Y III - AF-2026 - 2 ITEMS,PE-CONSUCODE-200038,DIRECCIÓN DE SANIDAD DE LA PNP,2026-07-17T15:39:00-05:00,Licitación Pública,goods,goods,0.0,PEN,Soles,0.0,2026-07-17T00:00:00-05:00,2026-07-17T00:00:00-05:00,2026-07-18T00:01:00-05:00,2026-08-03T23:59:00-05:00,16,True,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,open,,,,
ocds-dgv273-seacev3-2026-200192-78,ocds-dgv273-seacev3-2026-200192-78-2026-09-18T10:22:39.949630-05:00,compiled,2026-09-18T10:22:39.949613-05:00,ocds-dgv273-seacev3-2026-200192-78,2026-09-18T10:22:39.949638-05:00,tender,PE-CONSUCODE-200192,EMPRESA REGIONAL DE SERVICIO PUBLICO DE ELECTRICIDAD DEL CENTRO SA ELECTROCENTRO S.A.,Fondos Públicos,,,1237660,LP-ABR-7-2026-ELCTO S.A.-1,"ADQUISICIÓN DE MATERIALES MENORES SETS, CABLES CONTROL, PANEL DE ALARMAS",PE-CONSUCODE-200192,EMPRESA REGIONAL DE SERVICIO PUBLICO DE ELECTRICIDAD DEL CENTRO SA ELECTROCENTRO S.A.,2026-07-31T14:39:00-05:00,Licitación Pública Abreviada,goods,goods,0.0,PEN,Soles,0.0,2026-07-31T00:00:00-05:00,2026-07-31T00:00:00-05:00,2026-08-01T00:01:00-05:00,2026-08-05T23:59:00-05:00,4,True,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,,,,
ocds-dgv273-seacev3-1235953,ocds-dgv273-seacev3-1235953-2026-09-18T10:22:39.826692-05:00,compiled,2026-09-18T10:22:39.826679-05:00,ocds-dgv273-seacev3-1235953,2026-09-18T10:22:39.826697-05:00,tender,PE-CONSUCODE-2380,ENTIDAD PRESTADORA DE SERVICIO DE SANEAMIENTO DE TACNA S.A,Fondos Públicos,"RECUPERACION DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO SANITARIO EN LA URB. LOS PERALES  DEL URB, LOS PERALES DEL DISTRITO DE TACNA - PROVINCIA DE TACNA - DEPARTAMENTO DE TACNA",,1235953,CP-ABR-8-2026-OC/EPSTACNA S.A-1,"CONTRATACIÓN DEL SERVICIO DE ALQUILER DE MAQUINARIA MULTIPROPOSITO PARA EL ""PROYECTO: RECUPERACIÓN DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO SANITARIO EN LA URB. LOS PERALES DEL DISTRITO DE TACNA - PROVINCIA DE TACNA - DEPARTAMENTO DE TACNA"", CUI 2474618.",PE-CONSUCODE-2380,ENTIDAD PRESTADORA DE SERVICIO DE SANEAMIENTO DE TACNA S.A,2026-07-21T19:34:00-05:00,Concurso Público Abreviado,services,services,68000.0,PEN,Soles,68000.0,2026-07-21T00:00:00-05:00,2026-07-21T00:00:00-05:00,2026-07-22T00:01:00-05:00,2026-07-30T23:59:00-05:00,8,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,139200.0,PEN,Soles,16
ocds-dgv273-seacev3-1237636,ocds-dgv273-seacev3-1237636-2026-09-18T10:22:39.810956-05:00,compiled,2026-09-18T10:22:39.810943-05:00,ocds-dgv273-seacev3-1237636,2026-09-18T10:22:39.810961-05:00,tender,PE-CONSUCODE-200367,GOBIERNO REGIONAL DE APURIMAC-GERENCIA SUBREGIONAL CHINCHEROS,Fondos Públicos,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE TRANSITABILIDAD VIAL EN EL SECTOR EMP  PE - 3S (DIV. RANRACANCHA) HUACCSONE - SINHUAPATA - OCCEPATA - FLORIDA EMP AP-102 EN LOS DISTRITOS DE RANRACANCHA Y OCOBAMBA DE LA  PROVINCIA DE CHINCHEROS - DEPARTAMENTO DE APURIMAC,2523013,1237636,LP-ABR-6-2026-GRA-SRCH-1,"AGREGADOS PARA CARPETA ASFALTICA; para la ejecución del proyecto: ¿MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE TRANSITABILIDAD VIAL EN EL SECTOR EMP-PE-3S (DIV. RANRACANCHA), HUACCSONE-SINHUAPATA-OCCEPATA-FLORIDA EMP AP-102 EN LOS DISTRITOS DE RANRACANCHA Y OCOBAMBA DE LA PROVINCIA DE CHINCHEROS - DEP",PE-CONSUCODE-200367,GOBIERNO REGIONAL DE APURIMAC-GERENCIA SUBREGIONAL CHINCHEROS,2026-07-31T19:27:00-05:00,Licitación Pública Abreviada,goods,goods,482815.0,PEN,Soles,482815.0,2026-07-31T00:00:00-05:00,2026-07-31T00:00:00-05:00,2026-08-01T00:01:00-05:00,2026-08-05T23:59:00-05:00,4,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,1867820.0,PEN,Soles,7
ocds-dgv273-seacev3-1236941,ocds-dgv273-seacev3-1236941-2026-09-18T10:22:39.519916-05:00,compiled,2026-09-18T10:22:39.519903-05:00,ocds-dgv273-seacev3-1236941,2026-09-18T10:22:39.519921-05:00,tender,PE-CONSUCODE-200013,UNIVERSIDAD NACIONAL TORIBIO RODRIGUEZ DE MENDOZA DE AMAZONAS,Fondos Públicos,,,1236941,CP SER-SM-6-2026-UNTRM/E-1,Remodelación de laboratorios de especialidad de la escuela profesional de ingeniería ambiental del proyecto con CUI N°2592661,PE-CONSUCODE-200013,UNIVERSIDAD NACIONAL TORIBIO RODRIGUEZ DE MENDOZA DE AMAZONAS,2026-07-31T16:51:00-05:00,Concurso Público de Servicios,services,services,765466.18,PEN,Soles,765466.18,2026-07-31T00:00:00-05:00,2026-07-31T00:00:00-05:00,2026-08-01T00:01:00-05:00,2026-08-14T23:59:00-05:00,13,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,,,,16
ocds-dgv273-seacev3-1234416,ocds-dgv273-seacev3-1234416-2026-09-18T10:22:39.471447-05:00,compiled,2026-09-18T10:22:39.471434-05:00,ocds-dgv273-seacev3-1234416,2026-09-18T10:22:39.471453-05:00,tender,PE-CONSUCODE-1850,MUNICIPALIDAD PROVINCIAL DE JORGE BASADRE - LOCUMBA,Fondos Públicos,,,1234416,LP-ABR-26-2026-CS/MPJB-1,"ADQUISICION DE OCHO (8) MOTOCULTORES PARA EL PLAN DE NEGOCIO : MEJORAMIENTO DE LA PRODUCCION DE PASTOS Y FORRAJES EN LA ASOCIACION AGROGANADERA SAN PEDRO DE CHIPE , DISTRITO DE LOCUMBA , PROVINCIA JORGE BASADRE , REGION TACNA",PE-CONSUCODE-1850,MUNICIPALIDAD PROVINCIAL DE JORGE BASADRE - LOCUMBA,2026-07-16T11:44:00-05:00,Licitación Pública Abreviada,goods,goods,158400.0,PEN,Soles,158400.0,2026-07-16T00:00:00-05:00,2026-07-16T00:00:00-05:00,2026-07-17T00:01:00-05:00,2026-07-21T23:59:00-05:00,4,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,,,,13
ocds-dgv273-seacev3-1237763,ocds-dgv273-seacev3-1237763-2026-09-18T10:22:39.399286-05:00,compiled,2026-09-18T10:22:39.399273-05:00,ocds-dgv273-seacev3-1237763,2026-09-18T10:22:39.399291-05:00,tender,PE-CONSUCODE-1625,MUNICIPALIDAD DISTRITAL DE LA HUACA,Fondos Públicos,AMPLIACION Y MEJORAMIENTO DEL SERVICIO EDUCATIVO EN LA IE 14763 INMACULADA CONCEPCION EN EL CENTRO POBLADO DE FATIMA  DISTRITO DE LA HUACA - PROVINCIA DE PAITA - DEPARTAMENTO DE PIURA,2217428,1237763,LP-ABR-1-2026-MDLH-CS-2,"EJECUCION DE LA OBRA: ""AMPLIACION Y MEJORAMIENTO DEL SERVICIO EDUCATIVO EN LA I.E 14763 INMACULADA CONCEPCION EN EL CENTRO POBLADO DE FATIMA DISTRITO DE LA HUACA - PROVINCIA DE PAITA - DEPARTAMENTO DE PIURA"". CUI N° 2217428",PE-CONSUCODE-1625,MUNICIPALIDAD DISTRITAL DE LA HUACA,2026-07-31T20:43:00-05:00,Licitación Pública Abreviada,works,works,1701371.87,PEN,Soles,1701371.87,2026-07-31T00:00:00-05:00,2026-07-31T00:00:00-05:00,2026-08-01T00:01:00-05:00,2026-08-05T23:59:00-05:00,4,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,,,,10
ocds-dgv273-seacev3-1231091,ocds-dgv273-seacev3-1231091-2026-09-18T10:22:39.380594-05:00,compiled,2026-09-18T10:22:39.380580-05:00,ocds-dgv273-seacev3-1231091,2026-09-18T10:22:39.380599-05:00,tender,PE-CONSUCODE-203646,DIRECCION DE REDES INTEGRADAS DE SALUD LIMA CENTRO,Fondos Públicos,,,1231091,CP-ABR-8-2026-DIRIS-LC-1,CONTRATACION DEL SERVICIO DE INSTALACION DE EQUIPOS DE AIRE ACONDICIONADO DE LA ESTRATEGIA SANITARIA DE PREVENCION Y CONTROL DE TUBERCULOSIS DIRIS LIMA CENTRO,PE-CONSUCODE-203646,DIRECCION DE REDES INTEGRADAS DE SALUD LIMA CENTRO,2026-07-03T19:47:00-05:00,Concurso Público Abreviado,services,services,89700.0,PEN,Soles,89700.0,2026-07-03T00:00:00-05:00,2026-07-03T00:00:00-05:00,2026-07-04T00:01:00-05:00,2026-07-08T23:59:00-05:00,4,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,,,,41
ocds-dgv273-seacev3-1236532,ocds-dgv273-seacev3-1236532-2026-09-18T10:22:39.345048-05:00,compiled,2026-09-18T10:22:39.345024-05:00,ocds-dgv273-seacev3-1236532,2026-09-18T10:22:39.345055-05:00,tender,PE-CONSUCODE-10449,GOBIERNO REGIONAL DE CUSCO - DIRECCION REGIONAL DE TRANSPORTES Y COMUNICACIONES CUSCO,Fondos Públicos,,,1236532,CP SER-SM-22-2026-GRTC-1,"CONTRATACION DE SERVICIO DE MANTENIMIENTO PERIODICO DE LA RED DEPARTAMENTAL NO PAVIMENTADA CU - 142 TRAMO: EMP. PE-3SG (ABRA ASNOCCASA) - PATSAYHUANA - CHULLUNQUIA - ANCHAYAQUE - EMP. PE-3SG, DEL DISTRITO DE SANTO TOMAS, PROVINCIA DE CHUMBIVILCAS DEPARTAMENTO DE CUSCO",PE-CONSUCODE-10449,GOBIERNO REGIONAL DE CUSCO - DIRECCION REGIONAL DE TRANSPORTES Y COMUNICACIONES CUSCO,2026-07-22T21:18:00-05:00,Concurso Público de Servicios,services,services,0.0,PEN,Soles,0.0,2026-07-22T00:00:00-05:00,2026-07-22T00:00:00-05:00,2026-07-23T00:01:00-05:00,2026-08-12T23:59:00-05:00,20,True,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,,,,
ocds-dgv273-seacev3-1244308,ocds-dgv273-seacev3-1244308-2026-09-18T10:22:39.332110-05:00,compiled,2026-09-18T10:22:39.332097-05:00,ocds-dgv273-seacev3-1244308,2026-09-18T10:22:39.332116-05:00,tender,PE-CONSUCODE-10,JURADO NACIONAL DE ELECCIONES,Fondos Públicos,,,1244308,RES-PROC-216-2026-JNE-1,ADQUISICIÓN DE ESTANTE CORREDIZO - ESTANTE MÓVIL DE METAL DE 5 DIVISIONES PARA EL JURADO NACIONAL DE ELECCIONES EN EL MARCO DE LAS ELECCIONES REGIONALES Y MUNICIPALES 2026,PE-CONSUCODE-10,JURADO NACIONAL DE ELECCIONES,2026-09-03T14:35:00-05:00,Regímen Especial,goods,goods,1100000.0,PEN,Soles,1100000.0,2026-07-08T00:00:00-05:00,2026-07-08T00:00:00-05:00,2026-07-09T08:30:00-05:00,2026-07-09T17:30:00-05:00,,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,open,,,,7
ocds-dgv273-seacev3-1237537,ocds-dgv273-seacev3-1237537-2026-09-18T10:22:39.307295-05:00,compiled,2026-09-18T10:22:39.307282-05:00,ocds-dgv273-seacev3-1237537,2026-09-18T10:22:39.307301-05:00,tender,PE-CONSUCODE-37,GOBIERNO REGIONAL DE CUSCO SEDE CENTRAL,Fondos Públicos,,,1237537,CP-ABR-7-2026-GR CUSCO-2,CONTRATACION DE SERVICIO DE CONSTRUCCION DE GALPON PARA MEJORAR LA PRODUCCION DE CUYES - POMACANCHI,PE-CONSUCODE-37,GOBIERNO REGIONAL DE CUSCO SEDE CENTRAL,2026-07-31T09:36:00-05:00,Concurso Público Abreviado,services,services,301005.0,PEN,Soles,301005.0,2026-07-31T00:00:00-05:00,2026-07-31T00:00:00-05:00,2026-08-01T00:01:00-05:00,2026-08-05T23:59:00-05:00,4,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,,,,34
ocds-dgv273-seacev3-1235361,ocds-dgv273-seacev3-1235361-2026-09-18T10:22:38.955379-05:00,compiled,2026-09-18T10:22:38.955366-05:00,ocds-dgv273-seacev3-1235361,2026-09-18T10:22:38.955384-05:00,tender,PE-CONSUCODE-1734,MUNICIPALIDAD DISTRITAL DE CARACOTO,Fondos Públicos,CREACION DEL SERVICIO DE PRÁCTICA DEPORTIVA Y/O RECREATIVA EN EL COMPLEJO DEPORTIVO DE LA COMUNIDAD DE COLLANA CHILLORA DEL   DISTRITO DE CARACOTO DE LA PROVINCIA DE SAN ROMAN DEL DEPARTAMENTO DE PUNO,2711581,1235361,LP-ABR-4-2026-MDC/CS-1,"CONTRATACIÓN PARA LA EJECUCIÓN DE LA OBRA: ¿CREACION DEL SERVICIO DE PRÁCTICA DEPORTIVA Y/O RECREATIVA EN EL COMPLEJO DEPORTIVO DE LA COMUNIDAD DE COLLANA CHILLORA DEL DISTRITO DE CARACOTO DE LA PROVINCIA DE SAN ROMAN DEL DEPARTAMENTO DE PUNO"" CUI N° 2711581.",PE-CONSUCODE-1734,MUNICIPALIDAD DISTRITAL DE CARACOTO,2026-07-20T16:32:00-05:00,Licitación Pública Abreviada,works,works,427942.41,PEN,Soles,427942.41,2026-07-20T00:00:00-05:00,2026-07-20T00:00:00-05:00,2026-07-21T00:01:00-05:00,2026-07-24T23:59:00-05:00,3,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,427942.41,PEN,Soles,9
ocds-dgv273-seacev3-2026-10205-3,ocds-dgv273-seacev3-2026-10205-3-2026-09-18T10:22:38.788838-05:00,compiled,2026-09-18T10:22:38.788825-05:00,ocds-dgv273-seacev3-2026-10205-3,2026-09-18T10:22:38.788843-05:00,tender,PE-CONSUCODE-10205,HOSPITAL HERMILIO VALDIZAN,Fondos Públicos,,,1230522,CP-ABR-1-2026-HHV-1,"SERVICIO DE RECOLECCION, TRANSPORTE Y DISPOSICION FINAL DE RESIDUOS SOLIDOS BIOCONTAMINADOS PARA EL HOSPITAL HERMILIO VALDIZAN Y EL CENTRO DE REHABILITACIÓN DE ÑAÑA",PE-CONSUCODE-10205,HOSPITAL HERMILIO VALDIZAN,2026-07-02T17:14:00-05:00,Concurso Público Abreviado,services,services,134640.0,PEN,Soles,134640.0,2026-07-02T00:00:00-05:00,2026-07-02T00:00:00-05:00,2026-07-03T00:01:00-05:00,2026-07-09T23:59:00-05:00,6,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,,,,5
ocds-dgv273-seacev3-1234566,ocds-dgv273-seacev3-1234566-2026-09-18T10:22:38.702726-05:00,compiled,2026-09-18T10:22:38.702695-05:00,ocds-dgv273-seacev3-1234566,2026-09-18T10:22:38.702734-05:00,tender,PE-CONSUCODE-1307,MUNICIPALIDAD METROPOLITANA DE LIMA,Fondos Públicos,"REPARACION DE LUGARES HISTÓRICOS O CULTURALES; EN EL(LA) IGLESIA SANTO CRISTO DE LAS MARAVILLAS EN LA LOCALIDAD LIMA, DISTRITO DE LIMA, PROVINCIA LIMA, DEPARTAMENTO LIMA,REPARACION DE LUGARES HISTÓRICOS O CULTURALES; EN EL(LA) IGLESIA DE SANTIAGO DEL CERCADO EN LA LOCALIDAD LIMA, DISTRITO DE LIMA, PROVINCIA LIMA, DEPARTAMENTO LIMA,REPARACION DE LUGARES HISTÓRICOS O CULTURALES; EN EL(LA) IGLESIA DE NUESTRA SEÑORA DEL PRADO EN LA LOCALIDAD LIMA, DISTRITO DE LIMA, PROVINCIA LIMA, DEPARTAMENTO LIMA","2455169,2455201,2455210",1234566,LP-ABR-1-2026-MML-OGA-OL-2,"ADQUISICIÓN DE LUMINARIAS A LA IOARR REPARACIÓN DE LUGARES HISTÓRICOS O CULTURALES; EN EL(LA) IGLESIA DE NUESTRA SEÑORA DEL PRADO EN LA LOCALIDAD LIMA, DISTRITO DE LIMA, PROVINCIA LIMA, DEPARTAMENTO LIMA, CUI ¿AÑO DE LA RECUPERACIÓN Y CONSOLIDACIÓN DE LA ECONOMÍA PERUANA¿ MUNICIPALIDAD METROPOLITANA",PE-CONSUCODE-1307,MUNICIPALIDAD METROPOLITANA DE LIMA,2026-07-16T17:48:00-05:00,Licitación Pública Abreviada,goods,goods,945162.31,PEN,Soles,945162.31,2026-07-16T00:00:00-05:00,2026-07-16T00:00:00-05:00,2026-07-17T00:01:00-05:00,2026-07-21T23:59:00-05:00,4,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,,,,27
ocds-dgv273-seacev3-1232055,ocds-dgv273-seacev3-1232055-2026-09-18T10:22:38.685453-05:00,compiled,2026-09-18T10:22:38.685441-05:00,ocds-dgv273-seacev3-1232055,2026-09-18T10:22:38.685459-05:00,tender,PE-CONSUCODE-200363,CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD,Fondos Públicos,,,1232055,LP Homologación-ABR-4-2026-CENARES/MINSA-1,ADQUISICIÓN DE DISPOSITIVOS MÉDICOS  ¿ COMPRA CENTRALIZADA PARA EL ABASTECIMIENTO POR UN PERIODO DE DOCE (12) MESES ¿ OCHO (08) ITEMS,PE-CONSUCODE-200363,CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD,2026-07-10T08:24:00-05:00,Licitación Pública Abreviada Homologación,goods,goods,2348569.5,PEN,Soles,2348569.5,2026-07-10T00:00:00-05:00,2026-07-10T00:00:00-05:00,2026-07-11T00:01:00-05:00,2026-07-15T23:59:00-05:00,4,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,,,,24
ocds-dgv273-seacev3-1230628,ocds-dgv273-seacev3-1230628-2026-09-18T10:22:38.671255-05:00,compiled,2026-09-18T10:22:38.671242-05:00,ocds-dgv273-seacev3-1230628,2026-09-18T10:22:38.671261-05:00,tender,PE-CONSUCODE-37,GOBIERNO REGIONAL DE CUSCO SEDE CENTRAL,Fondos Públicos,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SALUD DEL ESTABLECIMIENTO DE SALUD DE BELEMPAMPA - DISTRITO DE SANTIAGO - PROVINCIA DE CUSCO - REGION CUSCO,2361679,1230628,CP-ABR-15-2026-GR CUSCO-1,CONTRATACION DE SERVICIO DE INSTALACION DE PARASOL DE ALUMINIO (A TODO COSTO),PE-CONSUCODE-37,GOBIERNO REGIONAL DE CUSCO SEDE CENTRAL,2026-07-02T17:50:00-05:00,Concurso Público Abreviado,services,services,110000.0,PEN,Soles,110000.0,2026-07-02T00:00:00-05:00,2026-07-02T00:00:00-05:00,2026-07-03T00:01:00-05:00,2026-07-07T23:59:00-05:00,4,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,,,,12
